pid,label,site_name,occupied,collection_number,material,description,motifs,teeth,fragmentation,context_type,gender,age,placement,length (cm),width (cm),order,layout,collection,thumbnail,full,manifest
252,Honeoye,Honeoye,1742-1779,RMSC 162/118,bone,213. Almost complete comb. He has 11 teeth (one broken). Its rectangular handle has a projection that looks like a handle. It is entirely green (painting?). It is decorated with punctuations around its perimeter. 11 has a perforation at the end of the handle. It measures 6.9 cm in length and 6.5 cm in width including the handle. Teeth form 35% of the length of the comb. It comes from the seneca site Honeoye falI 1655-1675 AD (RMSC 162/118,none;,11,complete,unk,,,,6.9,6.5,251,qatar_item,combs,"/img/derivatives/iiif/images/252/full/250,/0/default.jpg","/img/derivatives/iiif/images/252/full/1140,/0/default.jpg",/img/derivatives/iiif/252/manifest.json
253,Honeoye,Honeoye,1742-1779,RMSC 60/118,wood,217. Fragmentary wooden comb. Undecorated rectangular handle. He had a minimum of six teeth. It measures 7 cm in length (width unknown). Its teeth form 59% of its total length. It comes from the seneca site Honeoye FaIl 1655-1675 AD. J.-C. (RMSC 60/118,none;,6,fragment,unk,,,,7,,252,qatar_item,combs,"/img/derivatives/iiif/images/253/full/250,/0/default.jpg","/img/derivatives/iiif/images/253/full/1140,/0/default.jpg",/img/derivatives/iiif/253/manifest.json
254,Honeoye,Honeoye,1742-1779,RMSC 6080/118,bone,419. Complete but damaged double dentition comb. Its teeth are thinner on one side than on the other. It has 17 and 33 respectively. t! has a length of 6.7 cm and a width of 4.9 cm. It comes from the seneca Honeoye site dated 1655-1675 AD. J.-C. (RMSC 6080/118,none;,50,complete,unk,,,,6.7,4.9,253,qatar_item,combs,"/img/derivatives/iiif/images/254/full/250,/0/default.jpg","/img/derivatives/iiif/images/254/full/1140,/0/default.jpg",/img/derivatives/iiif/254/manifest.json
255,Honeoye,Honeoye,1742-1779,RMSC 169/118,horn,429. European horn comb complete. It has 47 teeth and is stained red. This comb measures S I cm in length and 10.4 cm in width. It was found on the seneca Honeoye site dating from 1655 to 16775 AD. J.-C. (RMSC 169/118,none;,47,complete,unk,,,,5.1,10.4,254,qatar_item,combs,"/img/derivatives/iiif/images/255/full/250,/0/default.jpg","/img/derivatives/iiif/images/255/full/1140,/0/default.jpg",/img/derivatives/iiif/255/manifest.json
256,Kashong,Kashong,1745-1775,RMSC 1/163,bone,277. Incomplete comb in andouiller. The handle is carved and forms two arches in a symmetrical position perhaps an abstract representation of herons. 11 had more than 15 teeth that form 43% of its total length which is about 7 cm. It comes from the seneca Kashong site. (RMSC 1/163,bird; heron; dual; arbor; symmetrical; column;,15,incomplete,unk,,,,7,,255,qatar_item,combs,"/img/derivatives/iiif/images/256/full/250,/0/default.jpg","/img/derivatives/iiif/images/256/full/1140,/0/default.jpg",/img/derivatives/iiif/256/manifest.json
257,Canawagus,Canawagus,1779-1820,RMSC 180/E,bone,413. Incomplete double dentition comb. Its edges are rounded. It has a length of 4.1 cm and a residual width of 5.7 cm. It comes from a burial (#2) accompanied by copper from the Seneca Canawagus site dated to the end of the seventeenth century. (RMSC 180/E,none;,,incomplete,funerary,,,,4.1,5.7,256,qatar_item,combs,"/img/derivatives/iiif/images/257/full/250,/0/default.jpg","/img/derivatives/iiif/images/257/full/1140,/0/default.jpg",/img/derivatives/iiif/257/manifest.json
258,Canawagus,Canawagus,1779-1820,RMSC 91/E,bone,414. Fragment of double dentition comb. (I comes from the Seneca Canawagus site dating from the late fifteenth century. (RMSC 91/E,none;,,fragment,unk,,,,,,257,qatar_item,combs,"/img/derivatives/iiif/images/258/full/250,/0/default.jpg","/img/derivatives/iiif/images/258/full/1140,/0/default.jpg",/img/derivatives/iiif/258/manifest.json
259,Canawagus,Canawagus,1779-1820,RMSC 730/E,bone,420. Incomplete double dentition comb. Its sides are rounded. It has a length of 4.4 cm and a width of 6.5 cm. It comes from the Seneca Canawagus site dating from the late fifteenth century (RMSC 730/E,none;,,incomplete,unk,,,,4.4,6.5,258,qatar_item,combs,"/img/derivatives/iiif/images/259/full/250,/0/default.jpg","/img/derivatives/iiif/images/259/full/1140,/0/default.jpg",/img/derivatives/iiif/259/manifest.json
260,Canawagus,Canawagus,1779-1820,RMSC 598/E,bone,427 Comb fragment with double dentition. It comes from the site seneca Canawaugus dated to the fm of the XVl1I century. (RMSC 598/E,none;,,fragment,unk,,,,,,259,qatar_item,combs,"/img/derivatives/iiif/images/260/full/250,/0/default.jpg","/img/derivatives/iiif/images/260/full/1140,/0/default.jpg",/img/derivatives/iiif/260/manifest.json
261,Canawagus,Canawagus,1779-1820,RMSC AR 29829,bone,428. Incomplete comb in andouiller probably of European origin. It has a perforation at one end and is stained with red possibly iron oxide. It currently has 21 teeth. It is 3.4 cm long and 4.4 cm wide (residual). It comes from the seneca Canawaugus site dating from the late eighteenth century. (RMSC AR 29829,none;,21,incomplete,unk,,,,3.4,4.4,260,qatar_item,combs,"/img/derivatives/iiif/images/261/full/250,/0/default.jpg","/img/derivatives/iiif/images/261/full/1140,/0/default.jpg",/img/derivatives/iiif/261/manifest.json
262,unk,unk,,,bone,"59. Incomplete comb having had 23 teeth symmetrical pattern of two bears back to back. On one of the bears we see engraved a vertical hourglass pattern with two horizontal branches on each side as well as two hourglasses inside circles. The negative space between the front and back legs of the two bears also forms a horizontal hourglass pattern. ""Spiritual lines"" also pass from the heart to the mouth. Its teeth form 36% of the total length of the comb. It is of Seneca origin and dates from about 1681 AD.C. (Realn ofthe troquois p. 104)",mammal; bear; dual; symmetrical;,23,incomplete,unk,,,,,,261,qatar_item,combs,"/img/derivatives/iiif/images/262/full/250,/0/default.jpg","/img/derivatives/iiif/images/262/full/1140,/0/default.jpg",/img/derivatives/iiif/262/manifest.json
263,unk,unk,,,bone,78. Almost complete comb. Its handle is carved with the effigy of a European Trickster in the position of an eagle deployed holding a bird in each of his hands. It has 26 teeth (4 broken) that form 33% of its total length. It is of Seneca origin dating from the decade of 1680 AD (Reaim of the Iroquois 1993: 105,european; human; sojasko; hocker; bird; single; dual; symmetrical;,26,complete,unk,,,,,,262,qatar_item,combs,"/img/derivatives/iiif/images/263/full/250,/0/default.jpg","/img/derivatives/iiif/images/263/full/1140,/0/default.jpg",/img/derivatives/iiif/263/manifest.json
264,unk,unk,,RMSC AR 29038,wood,239. Almost complete wooden comb some teeth are broken. Its handle is carved and represents 3 human beings standing in an arch arms stretched horizontally. An hourglass shape is incised on its base. It has 20 teeth that form 32% of its total length. It has a length of 11.1 cm and a width of 7.1 cm. From unknown site origin probably seneca. (RMSC AR 29038,human; triple; arbor;,20,complete,unk,,,,11.1,7.1,263,qatar_item,combs,"/img/derivatives/iiif/images/264/full/250,/0/default.jpg","/img/derivatives/iiif/images/264/full/1140,/0/default.jpg",/img/derivatives/iiif/264/manifest.json
265,unk,unk,,RMSC AR 17501,bone,326. Incomplete comb. Its handle is carved of two superimposed human beings holding two snakes in their hands all in an arch whose uprights are wavy. This ripple continues on the base and the outer teeth. The eyes of snakes are represented by punctuations. The base is decorated with an hourglass shape and incised horizontal lines. It has a length of 11.8 cm and a width of 3.2 cm. It has 13 teeth left which form 25% of its total length. It is probably of Seneca origin of unknown site. (RMSC AR 17501,human; dual; snake; arbor;,13,incomplete,unk,,,,11.8,3.2,264,qatar_item,combs,"/img/derivatives/iiif/images/265/full/250,/0/default.jpg","/img/derivatives/iiif/images/265/full/1140,/0/default.jpg",/img/derivatives/iiif/265/manifest.json
266,unk,unk,,RMSC 486/29,,,,,,,,,,,,265,qatar_item,combs,"/img/derivatives/iiif/images/266/full/250,/0/default.jpg","/img/derivatives/iiif/images/266/full/1140,/0/default.jpg",/img/derivatives/iiif/266/manifest.json
267,unk,unk,,RMSC 106947v,,,,,,,,,,,,266,qatar_item,combs,"/img/derivatives/iiif/images/267/full/250,/0/default.jpg","/img/derivatives/iiif/images/267/full/1140,/0/default.jpg",/img/derivatives/iiif/267/manifest.json
268,unk,unk,,RMSC 1025937v,,,,,,,,,,,,267,qatar_item,combs,"/img/derivatives/iiif/images/268/full/250,/0/default.jpg","/img/derivatives/iiif/images/268/full/1140,/0/default.jpg",/img/derivatives/iiif/268/manifest.json
269,unk,unk,,RMSC 10230/v,,,,,,,,,,,,268,qatar_item,combs,"/img/derivatives/iiif/images/269/full/250,/0/default.jpg","/img/derivatives/iiif/images/269/full/1140,/0/default.jpg",/img/derivatives/iiif/269/manifest.json
270,unk,unk,,RMSC 10058/v,,,,,,,,,,,,269,qatar_item,combs,"/img/derivatives/iiif/images/270/full/250,/0/default.jpg","/img/derivatives/iiif/images/270/full/1140,/0/default.jpg",/img/derivatives/iiif/270/manifest.json
271,unk,unk,,RMSC 10228/v,,,,,,,,,,,,270,qatar_item,combs,"/img/derivatives/iiif/images/271/full/250,/0/default.jpg","/img/derivatives/iiif/images/271/full/1140,/0/default.jpg",/img/derivatives/iiif/271/manifest.json
272,unk,unk,,RMSC 5103/102,,,,,,,,,,,,271,qatar_item,combs,"/img/derivatives/iiif/images/272/full/250,/0/default.jpg","/img/derivatives/iiif/images/272/full/1140,/0/default.jpg",/img/derivatives/iiif/272/manifest.json
273,unk,unk,,RMSC 19/102,,,,,,,,,,,,272,qatar_item,combs,"/img/derivatives/iiif/images/273/full/250,/0/default.jpg","/img/derivatives/iiif/images/273/full/1140,/0/default.jpg",/img/derivatives/iiif/273/manifest.json
274,unk,unk,,RMSC 12/13,,,,,,,,,,,,273,qatar_item,combs,"/img/derivatives/iiif/images/274/full/250,/0/default.jpg","/img/derivatives/iiif/images/274/full/1140,/0/default.jpg",/img/derivatives/iiif/274/manifest.json
275,unk,unk,,,,,,,,,,,,,,274,qatar_item,combs,"/img/derivatives/iiif/images/275/full/250,/0/default.jpg","/img/derivatives/iiif/images/275/full/1140,/0/default.jpg",/img/derivatives/iiif/275/manifest.json
